Id,SalePrice
1461,124999.914
1462,163742.22
1463,176862.84
1464,189276.98
1465,185283.97
1466,176327.97
1467,183001.7
1468,167598.08
1469,182611.6
1470,118045.18
1471,190461.05
1472,96172.82
1473,102562.234
1474,148598.56
1475,113546.79
1476,381364.78
1477,251118.62
1478,279588.25
1479,242357.45
1480,462318.5
1481,350608.4
1482,207749.27
1483,169494.4
1484,162189.44
1485,173278.97
1486,195388.23
1487,350658.22
1488,229155.25
1489,208936.4
1490,197778.86
1491,187849.19
1492,91857.1
1493,184662.75
1494,286086.03
1495,282918.75
1496,218536.2
1497,180936.02
1498,152281.72
1499,156696.05
1500,153791.61
1501,176124.6
1502,143760.05
1503,289046.97
1504,254663.95
1505,214420.9
1506,187714.53
1507,236471.98
1508,184666.66
1509,157061.61
1510,145503.6
1511,140109.08
1512,168538.95
1513,148279.5
1514,181740.12
1515,181540.05
1516,154065.95
1517,171802.62
1518,127392.055
1519,222067.12
1520,129450.7
1521,130000.68
1522,169096.78
1523,108564.9
1524,122267.38
1525,124289.74
1526,120150.266
1527,106615.5
1528,133793.03
1529,148894.53
1530,175207.86
1531,104254.27
1532,101263.16
1533,142943.94
1534,119375.336
1535,157835.84
1536,112981.73
1537,71641.46
1538,169148.22
1539,185084.48
1540,96866.375
1541,133578.0
1542,139799.4
1543,207012.69
1544,80644.27
1545,119534.05
1546,135570.25
1547,121880.875
1548,139523.52
1549,124212.78
1550,135169.75
1551,112216.945
1552,131475.66
1553,161056.14
1554,112141.16
1555,161107.86
1556,103542.84
1557,112606.42
1558,90250.83
1559,86582.016
1560,138340.56
1561,134680.75
1562,122843.664
1563,118428.836
1564,159757.81
1565,149914.19
1566,249413.34
1567,72489.195
1568,209315.25
1569,123797.14
1570,143684.19
1571,122563.625
1572,143878.03
1573,244413.27
1574,117902.85
1575,203532.36
1576,230594.61
1577,194603.77
1578,142127.05
1579,147940.92
1580,192531.31
1581,156294.98
1582,125213.66
1583,339807.1
1584,225786.4
1585,138980.84
1586,75341.85
1587,97696.31
1588,151742.45
1589,100498.22
1590,128115.1
1591,89685.77
1592,117813.234
1593,128716.2
1594,136648.72
1595,120249.76
1596,248192.31
1597,183805.77
1598,200209.95
1599,177004.97
1600,165332.61
1601,72452.58
1602,110068.016
1603,91235.95
1604,271485.25
1605,265107.4
1606,175383.94
1607,161357.94
1608,222987.33
1609,191175.36
1610,149740.39
1611,140103.95
1612,162009.75
1613,165036.34
1614,122899.266
1615,88902.87
1616,70560.57
1617,94393.47
1618,115226.74
1619,145684.27
1620,175609.66
1621,135489.12
1622,142877.83
1623,302842.3
1624,203571.53
1625,123888.836
1626,167654.5
1627,183246.58
1628,274332.5
1629,175452.4
1630,396247.62
1631,229215.03
1632,249986.9
1633,168541.69
1634,191731.47
1635,179803.92
1636,154700.58
1637,196849.5
1638,200861.25
1639,180204.98
1640,250799.08
1641,172376.33
1642,219086.47
1643,237565.98
1644,232939.9
1645,177121.3
1646,165296.31
1647,156301.86
1648,131041.09
1649,136657.1
1650,120176.38
1651,121766.23
1652,99548.34
1653,105784.96
1654,144317.48
1655,147684.9
1656,144965.83
1657,152106.31
1658,146571.16
1659,125487.39
1660,150004.9
1661,393769.62
1662,404188.0
1663,372927.84
1664,415471.8
1665,322847.38
1666,341641.34
1667,369778.06
1668,348974.47
1669,283814.78
1670,346596.84
1671,268295.47
1672,469253.94
1673,291612.16
1674,232967.52
1675,176290.72
1676,181038.06
1677,219105.39
1678,454864.25
1679,373926.56
1680,340879.16
1681,263792.75
1682,299610.78
1683,172147.45
1684,171788.73
1685,171472.1
1686,167821.58
1687,162947.0
1688,188785.61
1689,189664.08
1690,190392.06
1691,184635.19
1692,253886.98
1693,156834.7
1694,183698.92
1695,158397.88
1696,284134.16
1697,166337.6
1698,375892.5
1699,353908.47
1700,237763.77
1701,270126.4
1702,259429.86
1703,268370.3
1704,299153.34
1705,216841.5
1706,409920.62
1707,212320.45
1708,204571.56
1709,274405.78
1710,221423.1
1711,248096.66
1712,262539.97
1713,265395.75
1714,220165.8
1715,204104.06
1716,188428.34
1717,175487.08
1718,147323.17
1719,201026.6
1720,240930.73
1721,164798.19
1722,130222.6
1723,154032.9
1724,219635.05
1725,235418.05
1726,184697.14
1727,160174.92
1728,179337.58
1729,164596.72
1730,159850.3
1731,123367.67
1732,130401.914
1733,118352.625
1734,125229.414
1735,125951.25
1736,117173.51
1737,371579.62
1738,226495.61
1739,282673.78
1740,212060.23
1741,192674.44
1742,172643.22
1743,163785.12
1744,321815.56
1745,214836.69
1746,202492.47
1747,212455.52
1748,221853.12
1749,153828.31
1750,136036.19
1751,239500.38
1752,121422.69
1753,138541.27
1754,203656.4
1755,166367.33
1756,125199.12
1757,112575.14
1758,137365.69
1759,163142.95
1760,168032.02
1761,144992.42
1762,179093.75
1763,164922.92
1764,117493.26
1765,166903.86
1766,178096.94
1767,211463.58
1768,147421.64
1769,179561.56
1770,155422.48
1771,134906.81
1772,144105.56
1773,132605.25
1774,102501.18
1775,137381.2
1776,119803.33
1777,113969.766
1778,137450.86
1779,103913.89
1780,173621.67
1781,126692.59
1782,87277.98
1783,143753.64
1784,104524.99
1785,119415.516
1786,124690.08
1787,165098.0
1788,60617.062
1789,111778.52
1790,69587.86
1791,194721.02
1792,150000.33
1793,137234.67
1794,146770.36
1795,134977.77
1796,121255.38
1797,115815.94
1798,123877.65
1799,111644.13
1800,128117.61
1801,132020.11
1802,130187.484
1803,145049.69
1804,142825.8
1805,135890.38
1806,124230.734
1807,136630.62
1808,119804.305
1809,128605.12
1810,130652.26
1811,102258.555
1812,98682.125
1813,120007.766
1814,92265.61
1815,63575.477
1816,105618.26
1817,118955.664
1818,149078.94
1819,123165.734
1820,56730.04
1821,104793.164
1822,148000.52
1823,45730.03
1824,138657.78
1825,126975.26
1826,99525.26
1827,106157.54
1828,139907.83
1829,127958.67
1830,140153.1
1831,147822.61
1832,76134.77
1833,141320.81
1834,118721.76
1835,152886.2
1836,122230.14
1837,91056.73
1838,132571.95
1839,91480.58
1840,158361.28
1841,159124.42
1842,88692.7
1843,141615.27
1844,137040.36
1845,137497.55
1846,155106.53
1847,149869.94
1848,49382.227
1849,110653.69
1850,117346.12
1851,157594.2
1852,126191.586
1853,129065.55
1854,175444.66
1855,133756.94
1856,219178.64
1857,141587.5
1858,139319.92
1859,119298.59
1860,153712.27
1861,117996.555
1862,323174.9
1863,298071.34
1864,298071.34
1865,342434.12
1866,356777.06
1867,251735.45
1868,301189.34
1869,210276.48
1870,238922.17
1871,243550.81
1872,163250.2
1873,256869.97
1874,141644.88
1875,203907.5
1876,196266.47
1877,211999.88
1878,187077.94
1879,130028.83
1880,133532.6
1881,244298.28
1882,254308.69
1883,190482.22
1884,204888.1
1885,268074.25
1886,294297.28
1887,210723.92
1888,285310.0
1889,169382.83
1890,123556.94
1891,136873.66
1892,102082.53
1893,124233.95
1894,119221.06
1895,131011.58
1896,130716.65
1897,120685.375
1898,112777.29
1899,162175.22
1900,141322.19
1901,174017.72
1902,145009.89
1903,248914.61
1904,145640.28
1905,193635.28
1906,154541.8
1907,184751.77
1908,115943.055
1909,137371.47
1910,124277.125
1911,200811.78
1912,315957.44
1913,144450.34
1914,77690.26
1915,328206.66
1916,76036.73
1917,248315.02
1918,144564.12
1919,175481.94
1920,148002.38
1921,467423.7
1922,319457.16
1923,204896.97
1924,226539.62
1925,202265.44
1926,392154.84
1927,138873.34
1928,151834.14
1929,123504.39
1930,125363.234
1931,141475.95
1932,138318.1
1933,176627.5
1934,178330.44
1935,166639.12
1936,179901.28
1937,180960.6
1938,175198.47
1939,241886.22
1940,184741.2
1941,171981.55
1942,183732.3
1943,214831.06
1944,325929.12
1945,380714.56
1946,164209.4
1947,350295.22
1948,172975.84
1949,249545.94
1950,185328.22
1951,264442.2
1952,219196.94
1953,173385.12
1954,183242.69
1955,131094.53
1956,316769.62
1957,152829.06
1958,315662.1
1959,145868.22
1960,115095.21
1961,118643.31
1962,100691.5
1963,107322.85
1964,106091.96
1965,142982.98
1966,145892.39
1967,282567.4
1968,450516.3
1969,375238.9
1970,467649.5
1971,449160.12
1972,375496.72
1973,261818.64
1974,309246.94
1975,473725.1
1976,268331.56
1977,338014.25
1978,345984.7
1979,357338.2
1980,186539.4
1981,362410.22
1982,227670.5
1983,204319.98
1984,165645.94
1985,212549.19
1986,197794.62
1987,183876.17
1988,175027.95
1989,195104.95
1990,213818.67
1991,232233.88
1992,207928.1
1993,169544.42
1994,238128.88
1995,184883.4
1996,247077.14
1997,304398.9
1998,344153.56
1999,258077.75
2000,306352.5
2001,253511.72
2002,230111.44
2003,264416.7
2004,282231.3
2005,212242.89
2006,230498.69
2007,244085.53
2008,223697.69
2009,194857.86
2010,187968.0
2011,145110.17
2012,175413.08
2013,180447.42
2014,190886.84
2015,201645.3
2016,193882.39
2017,197069.58
2018,126531.555
2019,130915.484
2020,105856.5
2021,104848.945
2022,172656.55
2023,145876.84
2024,237628.11
2025,401441.9
2026,169727.47
2027,152681.02
2028,153729.12
2029,170646.88
2030,273751.44
2031,254163.62
2032,254609.95
2033,272180.66
2034,167326.88
2035,206425.73
2036,192801.84
2037,197395.34
2038,310823.94
2039,216643.77
2040,323269.1
2041,291781.53
2042,207565.16
2043,166286.77
2044,159620.84
2045,219152.67
2046,132907.56
2047,141528.81
2048,136208.2
2049,116537.26
2050,174161.47
2051,99120.055
2052,133216.62
2053,143880.23
2054,94865.55
2055,152073.62
2056,142353.67
2057,117150.945
2058,219644.73
2059,143266.2
2060,166457.2
2061,173688.12
2062,127746.09
2063,123294.59
2064,139989.31
2065,116600.03
2066,158446.23
2067,112425.59
2068,104938.445
2069,88808.266
2070,115510.664
2071,100755.164
2072,140738.77
2073,138192.16
2074,182848.31
2075,147469.39
2076,119284.93
2077,157724.34
2078,127993.41
2079,132039.33
2080,116976.96
2081,121847.56
2082,96278.664
2083,140812.4
2084,111909.63
2085,118459.83
2086,133849.3
2087,121203.03
2088,93878.49
2089,76447.64
2090,133751.33
2091,125552.125
2092,129224.61
2093,129723.75
2094,130982.95
2095,157519.8
2096,74971.95
2097,99528.88
2098,139013.66
2099,65021.168
2100,77639.984
2101,117039.69
2102,119506.44
2103,97390.54
2104,127813.484
2105,120695.09
2106,75534.984
2107,217079.42
2108,116529.95
2109,117181.125
2110,133356.45
2111,147316.67
2112,146462.31
2113,113707.72
2114,109687.83
2115,162243.25
2116,110257.8
2117,149640.73
2118,118393.49
2119,107253.125
2120,117979.195
2121,99718.99
2122,115244.17
2123,81865.21
2124,167241.78
2125,128729.41
2126,162660.02
2127,148746.17
2128,130440.98
2129,104421.46
2130,146764.22
2131,135157.06
2132,121885.836
2133,123852.445
2134,125617.695
2135,93136.39
2136,75472.68
2137,123122.14
2138,141816.72
2139,148803.11
2140,133821.5
2141,144066.23
2142,123230.38
2143,141089.53
2144,121801.305
2145,135534.58
2146,159258.17
2147,147171.17
2148,135395.2
2149,147072.92
2150,235278.67
2151,110979.46
2152,187806.83
2153,153952.36
2154,105494.47
2155,142779.08
2156,244978.7
2157,241948.5
2158,231962.12
2159,198035.97
2160,185164.38
2161,232998.05
2162,486971.06
2163,353713.16
2164,247348.25
2165,199059.98
2166,142131.1
2167,225524.42
2168,197237.98
2169,194928.16
2170,213793.14
2171,148085.69
2172,139159.55
2173,156290.97
2174,235278.3
2175,300078.72
2176,321308.72
2177,246028.44
2178,211901.27
2179,138634.6
2180,245655.0
2181,185902.95
2182,217442.47
2183,185756.95
2184,130173.5
2185,125649.16
2186,148729.39
2187,154671.48
2188,147170.78
2189,234227.05
2190,77151.414
2191,77976.336
2192,84391.5
2193,115308.4
2194,100392.4
2195,109947.19
2196,106362.49
2197,116902.85
2198,161487.8
2199,195757.03
2200,149426.17
2201,139904.55
2202,220945.45
2203,151746.92
2204,177691.6
2205,117070.805
2206,141598.58
2207,226911.5
2208,250955.48
2209,211763.72
2210,120447.58
2211,117220.97
2212,112553.625
2213,106013.04
2214,122048.016
2215,106188.336
2216,138399.61
2217,80359.984
2218,77295.79
2219,79384.42
2220,85774.14
2221,331855.6
2222,257179.3
2223,280323.16
2224,202204.73
2225,134022.67
2226,169834.12
2227,191440.7
2228,275938.0
2229,266596.94
2230,151681.39
2231,222741.11
2232,175494.05
2233,173531.83
2234,241397.34
2235,206969.89
2236,283004.2
2237,338562.25
2238,203942.83
2239,123457.65
2240,161229.75
2241,136837.06
2242,125368.64
2243,125515.44
2244,104995.42
2245,104544.375
2246,135981.94
2247,114769.92
2248,126050.28
2249,121749.95
2250,133732.4
2251,109040.97
2252,168554.02
2253,157113.9
2254,172055.02
2255,196418.42
2256,185633.27
2257,206400.31
2258,168241.53
2259,180526.53
2260,171724.4
2261,183160.58
2262,205649.08
2263,322725.94
2264,419919.84
2265,165543.53
2266,316233.66
2267,343300.53
2268,404076.8
2269,160209.67
2270,191108.61
2271,216238.45
2272,184346.56
2273,165433.4
2274,181642.44
2275,162095.02
2276,195492.44
2277,183113.61
2278,145815.17
2279,114979.18
2280,116021.33
2281,162431.58
2282,182343.23
2283,106527.08
2284,99838.15
2285,144735.17
2286,120035.39
2287,352251.75
2288,258400.17
2289,411329.97
2290,464867.84
2291,303857.7
2292,452514.4
2293,464430.53
2294,428441.72
2295,422681.0
2296,296457.22
2297,311365.3
2298,321306.9
2299,370544.6
2300,333266.97
2301,274882.88
2302,241727.62
2303,247933.25
2304,248812.11
2305,175232.12
2306,173008.64
2307,181489.33
2308,221110.75
2309,272225.62
2310,199980.14
2311,195873.69
2312,176070.95
2313,168650.22
2314,169949.89
2315,176720.88
2316,200399.12
2317,183234.58
2318,174606.27
2319,186323.11
2320,186414.02
2321,252307.78
2322,171930.31
2323,189640.95
2324,166708.7
2325,211526.03
2326,165045.56
2327,205993.5
2328,222569.36
2329,189036.78
2330,178311.55
2331,369266.2
2332,419869.72
2333,333756.53
2334,248376.61
2335,266483.56
2336,360621.84
2337,200188.61
2338,294141.1
2339,205445.98
2340,428840.8
2341,228790.42
2342,239396.16
2343,217805.55
2344,200447.66
2345,237180.75
2346,213933.55
2347,194098.44
2348,234980.86
2349,172243.62
2350,296195.72
2351,252427.39
2352,241451.05
2353,223702.94
2354,145944.05
2355,149801.6
2356,149586.25
2357,189510.64
2358,189403.42
2359,129561.6
2360,118378.67
2361,143687.33
2362,271266.62
2363,138115.11
2364,164509.55
2365,224829.17
2366,192376.16
2367,241101.19
2368,206515.31
2369,237454.94
2370,168203.78
2371,161968.27
2372,190791.19
2373,283980.9
2374,308613.7
2375,257032.05
2376,313074.4
2377,397110.97
2378,138265.34
2379,191817.84
2380,144451.45
2381,157867.69
2382,190216.36
2383,206768.48
2384,249098.69
2385,173277.22
2386,133395.89
2387,137104.84
2388,93123.05
2389,120798.59
2390,146237.69
2391,140026.08
2392,115151.06
2393,173108.16
2394,142069.58
2395,200144.28
2396,143141.83
2397,213726.0
2398,135552.34
2399,54308.598
2400,52554.06
2401,109937.414
2402,136499.47
2403,131209.38
2404,151690.47
2405,162969.39
2406,141775.95
2407,124301.7
2408,143537.44
2409,122264.945
2410,162419.94
2411,122427.61
2412,154741.31
2413,124456.08
2414,145402.61
2415,130152.875
2416,127578.805
2417,132700.08
2418,130145.95
2419,117299.125
2420,130113.42
2421,143662.02
2422,110950.81
2423,127292.45
2424,147831.69
2425,221104.31
2426,131526.58
2427,134605.38
2428,175030.53
2429,117569.055
2430,135187.61
2431,115758.58
2432,141670.94
2433,145478.78
2434,135324.62
2435,151634.58
2436,106429.33
2437,104819.66
2438,122524.984
2439,117513.2
2440,115450.195
2441,91976.8
2442,97985.4
2443,123461.85
2444,132379.72
2445,84628.51
2446,125604.67
2447,191978.52
2448,140218.8
2449,110941.46
2450,143429.38
2451,121334.26
2452,205007.02
2453,97505.29
2454,122361.24
2455,120824.94
2456,139726.92
2457,124439.64
2458,121875.86
2459,109984.2
2460,144274.27
2461,117246.086
2462,134583.38
2463,122434.76
2464,173352.77
2465,146354.14
2466,118911.81
2467,151252.11
2468,76149.61
2469,69815.77
2470,178135.8
2471,199402.08
2472,152371.42
2473,120755.43
2474,88767.53
2475,219438.86
2476,108378.48
2477,129128.164
2478,147421.52
2479,109356.65
2480,156712.42
2481,127279.8
2482,127491.055
2483,113422.9
2484,129419.14
2485,123873.23
2486,150664.56
2487,165976.94
2488,154010.47
2489,159351.2
2490,151695.52
2491,97342.9
2492,171899.75
2493,144319.6
2494,150678.4
2495,78052.22
2496,241230.05
2497,158425.11
2498,111141.59
2499,94035.19
2500,124385.96
2501,139220.44
2502,145039.6
2503,97900.586
2504,160212.6
2505,209650.27
2506,256093.4
2507,307628.06
2508,254915.64
2509,211404.31
2510,227413.67
2511,177656.83
2512,203295.44
2513,204179.72
2514,241716.66
2515,144988.2
2516,175652.53
2517,141804.56
2518,147108.4
2519,219677.45
2520,209988.36
2521,190806.94
2522,216963.31
2523,125785.914
2524,140266.45
2525,147242.4
2526,134733.83
2527,121774.77
2528,127845.016
2529,128530.1
2530,120805.41
2531,266352.56
2532,217197.28
2533,196424.23
2534,229068.14
2535,319038.25
2536,231295.98
2537,237788.4
2538,186076.81
2539,184526.27
2540,174373.27
2541,182078.7
2542,163346.05
2543,136803.42
2544,127345.81
2545,134779.14
2546,128944.87
2547,140665.48
2548,157074.73
2549,158890.22
2550,300165.1
2551,140550.9
2552,122860.27
2553,70566.01
2554,113503.96
2555,122509.586
2556,96661.96
2557,110486.29
2558,174212.12
2559,136365.84
2560,142456.94
2561,139513.31
2562,125259.63
2563,142964.44
2564,199418.97
2565,132729.88
2566,152443.92
2567,129196.234
2568,206310.61
2569,209669.16
2570,117106.94
2571,180608.64
2572,155487.36
2573,222750.11
2574,256628.23
2575,127317.586
2576,135661.95
2577,151457.34
2578,85887.32
2579,72837.73
2580,133115.9
2581,132140.17
2582,120274.195
2583,307541.7
2584,176684.84
2585,170257.9
2586,211597.19
2587,201440.11
2588,139986.67
2589,148363.52
2590,209658.27
2591,203397.7
2592,222769.7
2593,254860.08
2594,177945.61
2595,188751.9
2596,326719.22
2597,178931.84
2598,284592.28
2599,331066.06
2600,165246.12
2601,146742.58
2602,83047.95
2603,94139.34
2604,89082.04
2605,82445.61
2606,148506.25
2607,198072.66
2608,206789.89
2609,167749.08
2610,110428.78
2611,123774.78
2612,152410.73
2613,136738.39
2614,127860.27
2615,161325.28
2616,147373.53
2617,170330.77
2618,215010.44
2619,195058.38
2620,191515.55
2621,181504.72
2622,184225.77
2623,247299.05
2624,305768.56
2625,336544.5
2626,173862.5
2627,166354.77
2628,459302.4
2629,523823.22
2630,368691.47
2631,441270.22
2632,429043.9
2633,349333.25
2634,389173.25
2635,157239.08
2636,179719.22
2637,176102.1
2638,269554.25
2639,183571.36
2640,155184.89
2641,106406.3
2642,182835.38
2643,100818.53
2644,120923.48
2645,105386.1
2646,93509.555
2647,101527.945
2648,135069.36
2649,145796.31
2650,153305.36
2651,141414.78
2652,421377.38
2653,237045.03
2654,221114.25
2655,382535.16
2656,316051.84
2657,339615.25
2658,289403.94
2659,292750.5
2660,353799.6
2661,361024.34
2662,355806.06
2663,278596.47
2664,268326.34
2665,316345.06
2666,287387.34
2667,162500.81
2668,175199.62
2669,178230.84
2670,278471.47
2671,184675.8
2672,191263.86
2673,202123.42
2674,196461.33
2675,174353.61
2676,187296.94
2677,185359.52
2678,266708.97
2679,282256.7
2680,277078.8
2681,401999.6
2682,341743.9
2683,475540.88
2684,314830.94
2685,332603.78
2686,246348.39
2687,321626.28
2688,220587.31
2689,196569.84
2690,401347.03
2691,184002.66
2692,145537.11
2693,189792.8
2694,140112.52
2695,193412.89
2696,184759.61
2697,177343.44
2698,201033.8
2699,176216.6
2700,161648.0
2701,148272.45
2702,116354.66
2703,126674.266
2704,142958.84
2705,120171.88
2706,116618.89
2707,128994.445
2708,133744.3
2709,103126.34
2710,128852.18
2711,346479.94
2712,387488.5
2713,166337.14
2714,149428.14
2715,165202.69
2716,141701.19
2717,185956.38
2718,233319.2
2719,156694.28
2720,175008.2
2721,133352.08
2722,159424.14
2723,150022.8
2724,123880.45
2725,133573.16
2726,144769.36
2727,184443.73
