Id,SalePrice
1461,123975.84
1462,158786.56
1463,172493.33
1464,186811.94
1465,184901.11
1466,174829.33
1467,183197.19
1468,167377.92
1469,184037.88
1470,118357.33
1471,190587.7
1472,95320.88
1473,99621.36
1474,149880.89
1475,110698.42
1476,379119.88
1477,246514.88
1478,283508.03
1479,244187.34
1480,462219.28
1481,352124.4
1482,204156.23
1483,169631.38
1484,160793.22
1485,174900.77
1486,192797.14
1487,356293.03
1488,226296.5
1489,213272.16
1490,208166.53
1491,187360.48
1492,91999.18
1493,182874.73
1494,274179.97
1495,281175.84
1496,214317.52
1497,177987.92
1498,151540.53
1499,154681.08
1500,152734.44
1501,175896.11
1502,137244.27
1503,294727.84
1504,251590.73
1505,213187.11
1506,178753.4
1507,244410.2
1508,192416.67
1509,158782.9
1510,142316.39
1511,140556.53
1512,163664.95
1513,147548.52
1514,180512.89
1515,187974.2
1516,151612.38
1517,170113.36
1518,124222.51
1519,218882.28
1520,130816.7
1521,129479.58
1522,167228.98
1523,106803.67
1524,124846.32
1525,120634.33
1526,120237.65
1527,106272.93
1528,134458.33
1529,151368.14
1530,178140.8
1531,103523.22
1532,101823.59
1533,146943.6
1534,118110.12
1535,153233.39
1536,112366.92
1537,68635.16
1538,165555.03
1539,192254.48
1540,94197.02
1541,138497.69
1542,139811.36
1543,215653.31
1544,78779.516
1545,119847.39
1546,139197.47
1547,124112.375
1548,140679.61
1549,116461.336
1550,134277.05
1551,114931.23
1552,125862.72
1553,163830.89
1554,110609.016
1555,168276.34
1556,110777.88
1557,115178.94
1558,88774.25
1559,88829.27
1560,140214.05
1561,121858.36
1562,126873.38
1563,117362.805
1564,158842.92
1565,145406.1
1566,244292.36
1567,73284.63
1568,210870.39
1569,122618.77
1570,144700.16
1571,114228.64
1572,146092.17
1573,238543.69
1574,120415.98
1575,218367.58
1576,227579.02
1577,191712.95
1578,137302.17
1579,146331.9
1580,191920.19
1581,152847.86
1582,120951.984
1583,337907.97
1584,224919.7
1585,139756.56
1586,73366.53
1587,99491.54
1588,155561.75
1589,101816.21
1590,128191.44
1591,89369.56
1592,109974.28
1593,131040.39
1594,140056.33
1595,117056.2
1596,245193.4
1597,170411.17
1598,201677.31
1599,185014.08
1600,168125.86
1601,69915.914
1602,111557.74
1603,96923.664
1604,275225.25
1605,260270.73
1606,172923.69
1607,158789.33
1608,214732.25
1609,185571.56
1610,150241.67
1611,139062.64
1612,168276.77
1613,162977.8
1614,121031.33
1615,87923.19
1616,73021.83
1617,96321.23
1618,116753.836
1619,145618.38
1620,177173.23
1621,138729.22
1622,140860.62
1623,309521.44
1624,207431.45
1625,123358.62
1626,166923.1
1627,181511.88
1628,272106.53
1629,174923.28
1630,384115.16
1631,225206.61
1632,243878.94
1633,162321.92
1634,190183.53
1635,181621.89
1636,157345.58
1637,198141.62
1638,201218.34
1639,177357.36
1640,250572.1
1641,172324.88
1642,221161.58
1643,236958.44
1644,231717.52
1645,182997.42
1646,165139.17
1647,155582.8
1648,130672.29
1649,135670.61
1650,119017.87
1651,120220.16
1652,100385.54
1653,107455.61
1654,144997.06
1655,148430.56
